dataset,question,correct_answers,generated_answer,is_correct,context_used
natural_questions,where does the saying keeping up with the jones come from,"['the comic strip Keeping Up with the Joneses', 'the comic strip Keeping Up with the Joneses', 'the comic strip Keeping Up with the Joneses']","It comes from a comic strip called ""Keeping Up with the Joneses"" that ran from 1913 to 1940.",True,False
natural_questions,who plays meredith quill in guardians of the galaxy 2,"['Laura Jane Haddock', 'Laura Jane Haddock', 'Laura Jane Haddock', 'Laura Jane Haddock', 'Laura Jane Haddock']",Elizabeth Debicki,False,False
natural_questions,who is the guy on keeping up with the kardashians,"['Jonathan Cheban', 'Jonathan Cheban', 'Jonathan Cheban']",I don't know.,False,False
natural_questions,who has the most catches in nfl history,"['Jerry Rice', 'Jerry Rice', 'Jerry Rice', 'Jerry Rice', 'Jerry Rice']",Jerry Rice,True,False
natural_questions,locations for the film an englishman who went up a hill,"['Llanrhaeadr - ym - Mochnant and Llansilin in Powys', 'Llanrhaeadr - ym - Mochnant and Llansilin in Powys', 'Llanrhaeadr - ym - Mochnant', 'Llansilin in Powys']","Shropshire, England.",False,False
natural_questions,when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal,"['1912', '1912']",1905.,False,False
natural_questions,when was the last time mount ruapehu erupted,"['At about 8 : 20 p.m. on 25 September 2007', '25 September 2007', '25 September 2007', '25 September 2007']",2023.,False,False
natural_questions,where was 2017 beauty and the beast filmed,"['Shepperton Studios in Surrey , United Kingdom', 'Shepperton Studios in Surrey , United Kingdom', 'Shepperton Studios in Surrey , United Kingdom', 'Surrey , United Kingdom', 'Shepperton Studios in Surrey , United Kingdom']",Primarily in England.,False,False
natural_questions,what proposition made the insurance commissioner an elected position,"['Proposition 103', 'Proposition 103', 'Proposition 103', 'Proposition 103 in 1988']",Proposition 103.,True,False
natural_questions,where is the 7th game of the world series played,"['at the site of the team holding the home advantage across the series', 'generally played at the site of the team holding the home advantage across the series', 'the site of the team holding the home advantage across the series', 'at the site of the team holding the home advantage across the series', 'Dodger Stadium , Los Angeles']",It's played at the home field of the team with the best regular season record.,False,False
natural_questions,birth certificates are most often completed by the department,"['the Vital Records Office of the states', 'Department of Health and Human Services']",Vital Statistics.,False,False
natural_questions,who is the valley of the dolls based on,"['Judy Garland', 'Carole Landis', 'Dean Martin', 'Ethel Merman', 'Judy Garland', 'Carole Landis', 'Dean Martin', 'Ethel Merman', 'Judy Garland', 'Carole Landis', 'Dean Martin', 'Ethel Merman', 'Judy Garland', 'Carole Landis', 'Dean Martin', 'Ethel Merman']",Edie Sedgwick,False,False
natural_questions,why is there a ball in guinness beer,"[""to manage the characteristics of the beer 's head"", ""to manage the characteristics of the beer 's head""]",It's not a ball; it's a nitrogen bubble that creates a creamy head.,False,False
natural_questions,what is the function of trnas in protein synthesis,"['serves as the physical link between the mRNA and the amino acid sequence of proteins', 'to specify which sequence from the genetic code corresponds to which amino acid', 'carrying an amino acid to the protein synthetic machinery of a cell ( ribosome ) as directed by a three - nucleotide sequence ( codon ) in a messenger RNA ( mRNA']",tRNA carries amino acids to the ribosome during translation.,False,False
natural_questions,who was the actor who played crocodile dundee,"['Paul Hogan', 'Paul Hogan', 'Paul Hogan', 'Paul Hogan , AM', 'Paul Hogan']",Paul Hogan,True,False
natural_questions,where are trigger points located in the body,"['in the fascia surrounding skeletal muscle', 'in the fascia surrounding skeletal muscle', 'muscles', 'hyperirritable spots in the fascia surrounding skeletal muscle']",Trigger points are located within muscles and their fascia throughout the body.,True,False
natural_questions,who bowled the last over of the 2007 world twenty20 that india won,['Pakistan'],Joginder Sharma.,False,False
natural_questions,ambulatory is a term used in health care to describe,"['medical care provided on an outpatient basis , including diagnosis , observation , consultation , treatment , intervention , and rehabilitation services', 'medical care provided on an outpatient basis , including diagnosis , observation , consultation , treatment , intervention , and rehabilitation services', 'medical care provided on an outpatient basis , including diagnosis , observation , consultation , treatment , intervention , and rehabilitation services']",patients who can walk or move around unassisted.,False,False
natural_questions,who was the ottoman governor who led egypt in the years following the napoleonic wars,"[""Isma'il Pasha and Tewfik Pasha"", 'Husrev Pasha', 'Husrev Pasha']",Muhammad Ali.,False,False
natural_questions,what role does the president play in foreign affairs,"['negotiates treaties with foreign nations', 'Commander in Chief of the United States Armed Forces', 'Both the Secretary of State and ambassadors are appointed by the President']",The President directs US foreign policy and negotiates treaties.,False,False
natural_questions,who hit 6 sixes in an over in test cricket,"['Ravi Shastri', 'Garfield Sobers']",I don't know.,False,False
natural_questions,how long has it been since eagles went to super bowl,['2018'],1981,False,False
natural_questions,who did the united states win its independence from,"['the British Empire', 'the British Empire', 'Great Britain', 'Great Britain']",Great Britain (or England),True,False
natural_questions,who won season 8 of america's next top model,"['20 - year - old Jaslene Gonzalez from Chicago , Illinois', 'Jaslene Gonzalez', 'Jaslene Gonzalez', 'Jaslene Gonzalez', 'Jaslene Gonzalez']",I don't know.,False,False
natural_questions,how many branches of reserve bank of india in india,['20 regional offices and 11 sub-offices'],29 regional offices and 436 district offices.,False,False
natural_questions,who was an early advocate for using scientific methods based on inductive reasoning,"['René Descartes', 'Aristotle']",Francis Bacon.,False,False
natural_questions,the first political society started under british rule in india was,['The British Indian Association'],The Indian National Congress.,False,False
natural_questions,when does crossing over occur and why is it important,"['pachytene stage of prophase I of meiosis', 'the pachytene stage of prophase I of meiosis during a process called synapsis', 'the exchange of genetic material between homologous chromosomes that results in recombinant chromosomes during sexual reproduction']",Crossing over occurs during prophase I of meiosis. It's important because it increases genetic variation by creating new combinations of alleles on chromosomes.,False,False
natural_questions,what is an example of a tricyclic antidepressant,['Amineptine'],Amitriptyline,False,False
natural_questions,who won mark and goal of the year 2017,['Joe Daniher'],Cristiano Ronaldo.,False,False
natural_questions,who will get ticket to finale in rising star 2,"['Hemant Brijwasi', 'Hemant Brijwasi']",I don't know.,False,False
natural_questions,when's the last time philly won the superbowl,"['2017', '2017', '2017']",2018,False,False
natural_questions,where does the term pop music come from,"['`` originated in Britain in the mid-1950s as a description for rock and roll', 'Britain', 'Britain in the mid-1950s as a description for rock and roll and the new youth music styles that it influenced']","It originally meant ""popular"" music.",False,False
natural_questions,is the right to life liberty and the pursuit of happiness in the constitution,"['Chapter III , Article 13 of the 1947 Constitution of Japan', 'The Fifth Amendment and Fourteenth Amendment to the United States Constitution']",No. It's in the Declaration of Independence.,False,False
natural_questions,the rime of the ancient mariner albatross symbolism,"['a burden to be carried as penance', 'omen of good or bad luck', 'a metaphor for a burden to be carried as penance']",The albatross symbolizes good luck and connection to nature; its shooting represents a disruption of that harmony and brings misfortune.,False,False
natural_questions,who became the king of ayodhya after ram,"['Kusha', 'Kusha', 'Kusha', 'Kusha']",Lakshmana.,False,False
natural_questions,what is the most famous building in rennes,"['Parlement de Bretagne', 'The Parlement de Bretagne ( Administrative and judicial centre of Brittany , Breton : Breujoù Breizh )', 'The Parlement de Bretagne']",The Palais Jaune.,False,False
natural_questions,when did equus first appear in fossil record,"['1820s', 'about 3.5 mya', '~ 3.5 million years old']",Approximately 3.5 million years ago.,True,False
natural_questions,where was percy jackson and the olympians filmed,"['Vancouver', 'the Parthenon in Nashville , Tennessee', 'Mission , British Columbia', 'on location in Brooklyn , New York']","Vancouver, British Columbia, Canada.",True,False
natural_questions,when was the last amendment to the constitution passed,"['May 5 , 1992', 'May 5 , 1992', 'May 5 , 1992', 'May 5 , 1992']",1992,True,False
natural_questions,sending money home to the native country is an example of,"['remittance', 'remittance', 'remittance', 'international capital flows', 'remittance']",Remittance.,True,False
natural_questions,how many points did lebron james scored in his career,"['31,038', '31,038', '31,038', '31,038']","Over 40,000 points.",False,False
natural_questions,what is foreign account tax compliance act (fatca),"[""a 2010 United States federal law requiring all non-U.S. ( ' foreign ' ) financial institutions ( FFIs ) to search their records for customers with indicia of ' U.S. - person ' status , such as a U.S. place of birth , and to report the assets and identities of such persons to the U.S. Department of the Treasury"", ""a 2010 United States federal law requiring all non-U.S. ( ' foreign ' ) financial institutions ( FFIs ) to search their records for customers with indicia of ' U.S. - person ' status , such as a U.S. place of birth , and to report the assets and identities of such persons to the U.S. Department of the Treasury"", ""a 2010 United States federal law requiring all non-U.S. ( ' foreign ' ) financial institutions ( FFIs ) to search their records for customers with indicia of ' U.S. - person ' status , such as a U.S. place of birth , and to report the assets and identities of such persons to the U.S. Department of the Treasury""]",FATCA requires foreign financial institutions to report U.S. citizens' accounts to the IRS.,False,False
natural_questions,who was charlie writing to in perks of being a wallflower movie,"['an unknown recipient', 'an unknown recipient', 'an unknown recipient', 'an unknown recipient']",Sam.,False,False
natural_questions,what is henry james the real thing about,['the unfortunate victims of a society in which reality and representation are closely intertwined in ways that make art a difficult project to untangle the two'],The Real Thing by Henry James explores the nature of art and authenticity through the perspective of an aging playwright observing a young couple who believe they are living out a genuine romance.,False,False
natural_questions,who won the men's single title of australia open on 1 february 2015,"['Djokovic', 'Novak Djokovic', 'Novak Djokovic', 'Novak Djokovic', 'Novak Djokovic']",Stan Wawrinka,False,False
natural_questions,who played mr. willoughby in sense and sensibility,"['Matthew Gregory Wise', 'Matthew Gregory Wise', 'Matthew Gregory Wise', 'Matthew Gregory Wise', 'Matthew Gregory Wise']",Hugh Bonneville.,False,False
natural_questions,when is star vs the forces of evil coming back 2018,"['March 3 , 2018']",I don't know.,False,False
natural_questions,when did the soviet union start and end,"['in Eurasia', 'in Eurasia', 'in Eurasia']",1922-1991.,False,False
natural_questions,who is the character of santa claus based on,"['Saint Nicholas', 'Father Christmas', 'Sinterklaas', 'Wodan', 'the historical Saint Nicholas ( a fourth - century Greek bishop and gift - giver of Myra )', 'the British figure of Father Christmas', 'the Dutch figure of Sinterklaas ( himself also based on Saint Nicholas )', 'elements of the Germanic god Wodan', 'Saint Nicholas', 'Father Christmas', 'Sinterklaas', 'Wodan']",Saint Nicholas.,True,False
natural_questions,who wins the next iron chef super chefs,"['Geoffrey Zakarian', 'Zakarian']",I don't know.,False,False
natural_questions,where are the hormones of the anterior pituitary created,"['The pars distalis , ( distal part )', 'The pars distalis , ( distal part )', 'The pars distalis']",The hypothalamus.,False,False
natural_questions,where was one direction what makes you beautiful filmed,"['Malibu , California', 'Malibu , California', 'Malibu , California', 'a Malibu , California beach', 'Malibu , California']",Los Angeles.,False,False
natural_questions,when did they start vaccinating for whooping cough,"['the 1940s', 'the 1940s', 'the 1920s', 'the 1940s']",1940s,True,False
natural_questions,who is the new york state senate majority leader,"['John J. Flanagan', 'John J. Flanagan', 'John J. Flanagan', 'John J. Flanagan', 'John J. Flanagan']",Andrea Stewart-Cousins.,False,False
natural_questions,who created the pieta and also painted the ceiling of the sistine chapel,"['Michelangelo', 'Michelangelo', 'Michelangelo', 'Michelangelo']",Michelangelo.,True,False
natural_questions,the core of an optical fiber has a,"[""cylinder of glass or plastic that runs along the fiber 's length""]",higher refractive index than the cladding.,False,False
natural_questions,who played cory's older brother on boy meets world,"['Will Friedle', 'Will Friedle', 'Will Friedle', 'Will Friedle']",Rider Strong,False,False
natural_questions,who sings i want to be a rockstar,"['Canadian rock band Nickelback', 'Nickelback', 'Canadian rock band Nickelback', 'Canadian rock band Nickelback', 'Billy Gibbons of ZZ Top', 'Nickelback']",Britney Spears and Paris Hilton.,False,False
natural_questions,who did virginia cavaliers lose to in basketball this year,"['UMBC', 'West Virginia', 'Virginia Tech', 'UMBC', 'West Virginia', 'Virginia Tech', 'UMBC', 'UMBC']",Houston Cougars.,False,False
natural_questions,who was the king of england in 1756,"['George II', 'George II', 'George II', 'George II']",George II,True,False
natural_questions,where is cinque terre italy on a map,"['Liguria , Italy']","The Italian Riviera, Liguria region, northwest Italy.",True,False
natural_questions,what was the full name of the titanic,"['RMS Titanic', 'RMS Titanic', 'RMS Titanic', 'RMS Titanic', 'RMS Titanic']",RMS Titanic,True,False
natural_questions,to whom do the powers not given to the federal government by the constitution go,"['the states or the people', 'the states or the people', 'the states or the people', 'the states or the people']",The states or the people.,True,False
natural_questions,which president of the united states was a boy scout,"['Gerald Ford', 'Gerald Ford', 'President Gerald Ford', 'Gerald Ford', 'Gerald Ford']",Teddy Roosevelt,False,False
natural_questions,where does the last name orozco originate from,"['Spanish / Basque origin', 'Spanish / Basque origin', 'Spanish / Basque origin']",Spain.,False,False
natural_questions,which river separates the bronx in new york city from manhattan island,"['Harlem River', 'Harlem River', 'the Harlem River', 'the Harlem River', 'Harlem River']",The Harlem River.,True,False
natural_questions,derek and meredith get back together season 3,['Staring at the Sun'],I don't know.,False,False
natural_questions,where does the red wolf live in the world,"['the southeastern United States', 'southeastern United States', 'the southeastern United States', 'the southeastern United States']","Historically, the red wolf lived in the eastern United States. Today, they only exist in managed populations within wildlife preserves and zoos.",True,False
natural_questions,who has played in the most premier league derbies,"['Neville Southall', 'Neville Southall']",Roy Keane.,False,False
natural_questions,why did sam want dean to become a vampire,"[""Sam 's soul is not with him""]",Sam wanted Dean to become a vampire so that he could be immune to hellhounds and other supernatural threats while they were hunting.,False,False
natural_questions,i like the way you move video cast,"['Fonzworth Bentley', 'Ki Toy Johnson', 'Big Boi', 'Sleepy Brown', 'Fonzworth Bentley', 'Ki Toy Johnson', 'Big Boi', 'Sleepy Brown', 'Fonzworth Bentley', 'actress Ki Toy Johnson', 'Big Boi', 'Sleepy Brown']",I don't know.,False,False
natural_questions,what is the full scientific name for the e. coli bacteria,"['Escherichia coli', 'Escherichia coli', 'Escherichia coli', 'Escherichia coli', 'Escherichia coli']",Escherichia coli,True,False
natural_questions,when was the rock and roll hall of fame built in cleveland,"['September 1995', 'on the shore of Lake Erie in downtown', '1995']",1995,True,False
natural_questions,who acts as the chairman of the election commission,"['Achal Kumar Jyoti', 'The Chief Election Commissioner', 'Chief Election Commissioner', 'Achal Kumar Jyoti']",Rajiv Kumar.,False,False
natural_questions,who played mrs warboys in one foot in the grave,"['Doreen Mantle', 'Doreen Mantle', 'Doreen Mantle', 'Doreen Mantle', 'Doreen Mantle']",Emily Mortimer,False,False
natural_questions,where was the diary of a wimpy kid filmed,"['Vancouver', 'Vancouver', 'Coquitlam , BC', 'Richmond , BC']","Vancouver, British Columbia, Canada.",True,False
natural_questions,who wrote the song always be humble and kind,"['Lori McKenna', 'Lori McKenna', 'Lori McKenna', 'Lori McKenna', 'Lori McKenna']",Tim McGraw.,False,False
natural_questions,what is the time setting of game of thrones,['medieval'],Medieval fantasy.,True,False
natural_questions,where does arsenic and old lace take place,"['Brooklyn , New York', 'Brooklyn , New York', 'Brooklyn , New York', 'Brooklyn , New York']",New York City.,False,False
natural_questions,what is the second book in the alchemyst series,"['The Magician', 'The Magician', 'The Magician', 'The Magician']",The Way of Shadows,False,False
natural_questions,bowler to take hattrick in both inning in test match,"['leg spinner Jimmy Matthews', 'leg spinner Jimmy Matthews', 'Jimmy Matthews']",I don't know.,False,False
natural_questions,what is the width of a cricket bat,"['no more than 4.25 inches ( 108 mm )', 'no more than 4.25 in ( 108 mm )', 'no more than 4.25 inches', '4.25 inches ( 108 mm )', 'no more than 4.25 inches ( 108 mm )']",Typically between 80mm and 90mm (3.15in to 3.54in).,False,False
natural_questions,who played alex cross in along came a spider,"['Morgan Freeman', 'Morgan Freeman', 'Morgan Freeman', 'Morgan Freeman', 'Morgan Freeman']",Morgan Freeman.,True,False
natural_questions,who was the first signatory of the israeli declaration of independence,"['David Ben - Gurion', 'David Ben - Gurion', 'David Ben - Gurion', 'David Ben - Gurion', 'David Ben - Gurion']",David Ben-Gurion.,True,False
natural_questions,who came up with the first working periodic table,"['Dmitri Mendeleev', 'Dmitri Mendeleev', 'Dmitri Mendeleev', 'Dmitri Mendeleev', 'Dmitri Mendeleev']",Dmitri Mendeleev,True,False
natural_questions,when did cybermen first appear in doctor who,"['1966', '1966', 'The Tenth Planet ( 1966 )', 'The Tenth Planet ( 1966 )', 'in 1966']","1985, in the episode ""Earthworld"".",False,False
natural_questions,oklahoma's 10 geographic regions are defined by surface features called,['ecological regions'],physiographic provinces.,False,False
natural_questions,communities of similar organisms found in a particular environment are called,"['species', 'habitat']",populations.,False,False
natural_questions,who plays scrooge mcduck in the new ducktales,"['David Tennant', 'David Tennant', 'David Tennant', 'David Tennant', 'David Tennant']",David Tennant.,True,False
natural_questions,who wrote i'm in the mood for dancing,"['Ben Findon , Mike Myers and Bob Puzey', 'Ben Findon', 'Mike Myers', 'Bob Puzey', 'Ben Findon', 'Mike Myers', 'Bob Puzey', 'Ben Findon', 'Mike Myers', 'Bob Puzey', 'Ben Findon', 'Mike Myers', 'Bob Puzey']",Dennis Lambert and Franny Beecham.,False,False
natural_questions,what does it mean when you roll your thumbs,"['an example of a useless , time - wasting activity']",It can be a sign of anxiety or stress.,False,False
natural_questions,most passing yards in nfl history in a game,"['Norm Van Brocklin', '554', 'Norm Van Brocklin', 'Norm Van Brocklin']",554 - Norm Van Brocklin (1951),True,False
natural_questions,how many world series wins does the dodgers have,"['6', 'six', 'six', 'six', 'six']",7,False,False
natural_questions,who has the world's largest standing army,"['China', 'South Korea']",China.,True,False
natural_questions,what does the keys to the city mean,"['symbolises the freedom of the recipient to enter and leave the city at will , as a trusted friend of city residents', 'evoking medieval walled cities , the gates of which would be guarded during the day and locked at night , the key symbolises the freedom of the recipient to enter and leave the city at will , as a trusted friend of city residents']",It's a symbolic honor given by a city to someone of significance as a gesture of gratitude and respect.,False,False
natural_questions,what is one element a topographic map shows,['relief'],Elevation.,False,False
natural_questions,who won the nobel peace prize for 2017,"['the International Campaign to Abolish Nuclear Weapons ( ICAN )', 'International Campaign to Abolish Nuclear Weapons ( ICAN )', 'the International Campaign to Abolish Nuclear Weapons ( ICAN )', 'the International Campaign to Abolish Nuclear Weapons ( ICAN )', 'the International Campaign to Abolish Nuclear Weapons ( ICAN )']",The International Campaign to Abolish Nuclear Weapons (ICAN).,True,False
natural_questions,when does clark meet the flash in smallville,"[""the season four episode `` Run ''""]","Season 9, episode titled ""Look.""",False,False
natural_questions,who played bat masterson in the movie tombstone,"['Mason Alan Dinehart', 'Mason Alan Dinehart']",Sam Elliott,False,False
natural_questions,why did the colonists have a problem with the tea act of 1773,"[""because they believed that it violated their rights as Englishmen to `` No taxation without representation '' , that is , to be taxed only by their own elected representatives and not by a British parliament in which they were not represented""]","It gave the British East India Company a monopoly on tea sales in the colonies, undercutting colonial merchants and seen as another attempt to impose unfair taxation without representation.",False,False
natural_questions,who started the tradition of coloring easter eggs,"['early Christians of Mesopotamia', 'early Christians of Mesopotamia']",The tradition of decorating Easter eggs has roots in pre-Christian pagan customs and was later adopted by Christians. It is difficult to attribute it to one specific person.,False,False
natural_questions,why was hong kong important to the british empire,['a centre for international trade'],"Hong Kong provided strategic military location, valuable trade opportunities, and a source of revenue for the British Empire.",False,False
natural_questions,where does cleavage of the peptide bond by chymotrypsin occur,"['where the side - chain of the amino acid N - terminal to the scissile amide bond ( the P position ) is a large hydrophobic amino acid ( tyrosine , tryptophan , and phenylalanine )', 'digestive systems', 'positions 14 - 15 , 146 - 147 and 148 - 149']","Chymotrypsin cleaves peptide bonds after aromatic amino acids (phenylalanine, tyrosine, tryptophan).",False,False
natural_questions,who were the first non native settlers in the us,"['European colonization', 'West Norse sailors']",I don't know.,False,False
natural_questions,how long did it take to build the great pyramid of egypt,"['20 - year period', 'over a 10 - to 20 - year period', 'a 10 - to 20 - year period', 'a 10 - to 20 - year period']",Approximately 20 years.,True,False
natural_questions,what channel is nbc sports northwest on directv,['not available on satellite providers DirecTV'],Channel 457.,False,False
natural_questions,which is the world's largest company in terms of revenue,"['Walmart', 'Walmart', 'Walmart', 'Walmart', 'Walmart']",Walmart.,True,False
natural_questions,what is the term for circular movement around a central point,"['Coriolis effect', 'angular rotation']",Orbit,False,False
natural_questions,where do the secretory cells of endocrine glands secrete their products,"['epithelial surface', 'bloodstream', 'bloodstream', 'directly into the bloodstream']",Into the extracellular fluid.,False,False
natural_questions,where did the cosbys live in new york,"['Brooklyn Heights , New York , at 10 Stigwood Avenue', 'a brownstone in Brooklyn Heights , New York , at 10 Stigwood Avenue', 'Brooklyn , New York', 'in Brooklyn']",Manhattan's Upper East Side.,False,False
natural_questions,christmas though a christian holiday began as a celebration of,"['pre-Christian festivals that were celebrated around the winter solstice', 'the winter solstice']",The winter solstice.,True,False
natural_questions,where did the beer hall putsch take place,"['Munich , Bavaria', 'Munich , Bavaria', 'Munich , Bavaria', 'Munich , Bavaria']","Munich, Germany.",False,False
natural_questions,who said beware of the ides of march,"['a haruspex named Spurinna', 'the soothsayer', 'a seer']",The soothsayer in Shakespeare's play Julius Caesar.,True,False
natural_questions,in what state was the united states center of population gravity located during the period 1790,"['Maryland', 'Kent County , Maryland', 'Maryland', 'Maryland', 'Maryland']",Pennsylvania,False,False
natural_questions,who are the stars in dancing with the stars,"['Kareem Abdul - Jabbar', 'Jamie Anderson', 'Johnny Damon', 'Jennie Finch Daigle', 'Tonya Harding', 'Chris Mazdzer', 'Mirai Nagasu', 'Josh Norman', 'Arike Ogunbowale', 'Adam Rippon', 'Kareem Abdul - Jabbar', 'Jamie Anderson', 'Johnny Damon', 'Jennie Finch Daigle', 'Tonya Harding', 'Chris Mazdzer', 'Mirai Nagasu', 'Josh Norman', 'Arike Ogunbowale', 'Adam Rippon', 'Kareem Abdul - Jabbar', 'Jamie Anderson', 'Johnny Damon', 'Jennie Finch Daigle', 'Tonya Harding', 'Chris Mazdzer', 'Mirai Nagasu', 'Josh Norman', 'Arike Ogunbowale', 'Adam Rippon']",I don't know.,False,False
natural_questions,who proclaimed 5th october as world’s teachers day,"['UNESCO / ILO', 'UNESCO / ILO']",UNESCO proclaimed October 5th as World Teachers' Day.,False,False
natural_questions,when does season 6 of the next step start,"['2018', '2018', '2018', '2018']",I don't know.,False,False
natural_questions,what is the third season of total drama,"['Total Drama World Tour', 'World Tour', 'Total Drama World Tour', 'Total Drama World Tour', 'World Tour']",Total Drama World Tour,True,False
natural_questions,how many times has south korea held the winter olympics,['two'],Twice.,False,False
natural_questions,what was the biggest tank in world war 2,"['Panzerkampfwagen VIII Maus', ""Panzerkampfwagen VIII Maus ( `` Mouse '' )"", ""Panzerkampfwagen VIII Maus ( `` Mouse '' )"", 'Panzerkampfwagen VIII Maus']",The German Panzer VIII Maus.,False,False
natural_questions,chris cornell she's going to change the world,"[""Ca n't Change Me""]",It is a song by Chris Cornell from his album Carry On.,False,False
natural_questions,how tall is the tallest building in las vegas,"['The Drew Las Vegas', '735 feet ( 224 m )', '1,149 feet', '642 feet ( 196 m )', '735 feet ( 224 m )']","The Stratosphere Tower is 1,149 feet (350 meters) tall.",True,False
natural_questions,who won the ladies ice skating in the olympics,"['Alina Zagitova', 'Alina Zagitova']",Kamila Valieva (although there was controversy surrounding her participation and results).,False,False
natural_questions,when was the dome of the rock completed,"['691 CE', 'in 691 CE']",691 CE,True,False
natural_questions,abbreviated name of the highest peak in tasmania,['Mount Ossa'],Kunanyi,False,False
natural_questions,who's opening for foo fighters at fenway,['N / A'],Alanis Morissette and The 1975.,False,False
natural_questions,who wrote yakkity yak don't talk back,"['Jerry Leiber and Mike Stoller', 'Jerry Leiber', 'Mike Stoller', 'Jerry Leiber', 'Mike Stoller', 'Jerry Leiber', 'Mike Stoller', 'Jerry Leiber', 'Mike Stoller']",Norman Burns and Herb Miller.,False,False
natural_questions,who explored waters of cuba the bahamas and hispaniola,"['Christopher Columbus', 'Christopher Columbus', 'Christopher Columbus']",Christopher Columbus.,True,False
natural_questions,when does jenny come back to gossip girl,"['the final episode of the series', 'the final episode of the series', ""in the five - year time jump for her brother 's wedding to Serena van der Woodsen""]",Jenny returns in Season 5 and has a recurring role until the series finale in Season 6.,False,False
natural_questions,who played mrs. trumbull on i love lucy,"['Mary Elizabeth Patterson', 'Mary Elizabeth Patterson', 'Mary Elizabeth Patterson', 'Mary Elizabeth Patterson', 'Mary Elizabeth Patterson']",Gale Robbins.,False,False
natural_questions,where did the butchers in the slaughterhouse cases live,"['New Orleans', 'New Orleans']","Greeley, Colorado.",False,False
natural_questions,explain the function of the peripheral nervous system,"['to connect the CNS to the limbs and organs , essentially serving as a relay between the brain and spinal cord and the rest of the body']","The peripheral nervous system connects the central nervous system (brain and spinal cord) to the rest of the body, transmitting sensory information and carrying out motor commands.",False,False
natural_questions,yo la tengo theres a riot going on release date,"['March 16 , 2018', 'March 16 , 2018', 'March 16 , 2018', 'March 16 , 2018', 'March 16 , 2018']","August 18, 2000",False,False
natural_questions,what is the order of the netflix marvel shows,"[""Marvel 's Daredevil"", ""Marvel 's Jessica Jones"", ""Marvel 's Luke Cage"", ""Marvel 's Iron Fist"", ""Marvel 's The Defenders"", ""Marvel 's The Punisher""]","Daredevil, Jessica Jones, Luke Cage, Iron Fist, The Defenders, The Punisher, and then the others.",False,False
natural_questions,where do you get male pattern baldness from,"['a combination of genetics and the male hormone dihydrotestosterone', 'a combination of genetics and the male hormone dihydrotestosterone', 'combination of genetics and the male hormone dihydrotestosterone', 'a combination of genetics and the male hormone dihydrotestosterone']",Genetics and hormones (specifically dihydrotestosterone or DHT).,False,False
natural_questions,a type of basic rock popular in the 1980s,['alternative rock'],Glam metal,False,False
natural_questions,who represents the insured in the investigation of a claim,"['Claims adjuster', 'Public adjusters']",The claims adjuster.,True,False
natural_questions,where did the rulers of the qing dynasty originate,"['Manchuria', 'Manchuria', 'Jurchen Aisin Gioro clan in Manchuria', 'Manchuria', 'Manchuria']",Manchuria.,True,False
natural_questions,what word is used to describe knowledge about the universe and method of obtaining that knowledge,"['epistemology', 'Empiricism']",Cosmology.,False,False
natural_questions,who is considered the father of modern cosmology,"['Edwin Hubble', 'Edwin Hubble', 'Edwin Hubble', 'Edwin Hubble']",Georges Lemaître,False,False
natural_questions,which state is located in the centre of india,"['Chhattisgarh', 'Madhya Pradesh', 'Chhattisgarh', 'Madhya Pradesh']",Madhya Pradesh.,True,False
natural_questions,when was the last time an american won the new york marathon,"['2017', '2009', '2017', '2017', '2009']",2018 (Des Linden),False,False
natural_questions,what is the name of the weapon the grim reaper carries,"['scythe', 'scythe', 'scythe', 'scythe']",A scythe.,True,False
natural_questions,who was the top scorer in 2014 world cup,"['James Rodríguez', 'James Rodríguez', 'James Rodríguez', 'James Rodríguez', 'James Rodríguez']",James Rodríguez,True,False
natural_questions,who plays captain phasma in star wars the force awakens,"['Gwendoline Christie', 'Gwendoline Christie', 'Gwendoline Christie', 'Gwendoline Christie', 'Gwendoline Christie']",Gwendoline Christie.,True,False
natural_questions,who won so you think you can dance season 13,"['Kida', ""Leon `` Kida '' Burns"", ""Leon `` Kida '' Burns"", 'Kida']",Jaxon Capelouto.,False,False
natural_questions,when does a dieback or population crash occur,['when a population temporarily exceeds the long term carrying capacity of its environment'],"Often due to disease, environmental change, or resource depletion.",False,False
natural_questions,who wrote when a man loves a woman,"['Calvin Lewis and Andrew Wright', 'Percy Sledge', 'Calvin Lewis', 'Andrew Wright', 'Calvin Lewis', 'Andrew Wright', 'Calvin Lewis', 'Andrew Wright']",Leon Redpath,False,False
natural_questions,what's the difference between salisbury steak and hamburger steak,"['ingredients', 'ingredients']","Salisbury steak is typically made with ground beef mixed with breadcrumbs, eggs, and seasonings, then simmered in a sauce. Hamburger steak is simply a seasoned patty of ground beef, often grilled or pan-fried.",False,False
natural_questions,what are the 3 layers of the meninges,"['dura mater', 'arachnoid mater', 'pia mater', 'dura mater', 'arachnoid mater', 'pia mater', 'dura mater', 'the arachnoid mater', 'the pia mater', 'dura mater', 'arachnoid mater', 'pia mater', 'dura mater', 'arachnoid mater', 'pia mater']","Dura mater, arachnoid mater, pia mater.",True,False
natural_questions,who did puss in boots grew up with,"['Humpty Alexander Dumpty', 'Humpty Dumpty', 'Kitty Softpaws', 'Humpty Alexander Dumpty , a talking egg', 'Humpty Alexander Dumpty , a talking egg', 'Humpty Alexander Dumpty']",I don't know.,False,False
