dataset,question,correct_answer,generated_answer,is_correct,context_used
ru_rag,"Какая рок-группа создала хит ""Don't Cry""?",Guns N' Roses,Guns N' Roses.,True,False
ru_rag,"Какая опера Вагнера входит в цикл ""Кольцо нибелунга""?",Валькирия,"Das Rheingold, Die Walküre, Siegfried, Götterdämmerung.",False,False
ru_rag,"На каком музыкальном инструменте играл Эдвин Мартон, выступавший на «Евровидении-2008»?",На скрипке Страдивари,Скрипка (Violin),False,False
ru_rag,Кто автор картины «Смерть Ивана Грозного»?,Константин Маковский,Илья Репин.,False,False
ru_rag,В какой стране находится самая высокая статуя Будды в мире?,Китай,Таиланд.,False,False
ru_rag,Кто спроектировал Михайловский дворец?,Карл Росси,Карл Росси.,True,False
ru_rag,"Кто был основателем и первым редактором журнала ""Отечественные записки""?",Павел Свиньин,Александр Иванович Герцен.,False,False
ru_rag,Какая гора является высшей точкой Польши?,Рысы,Рысы.,True,False
ru_rag,В какой стране находится самый широкий водопад в Европе Вентас румба?,Латвия,Латвия.,True,False
ru_rag,"Кто является автором оперы «Танкред», написанной по одноимённой драме Вольтера?",Джоаккино Россини,Джоаккино Россини.,True,False
ru_rag,Какой город был столицей толкиеновского Гондора?,Минас Тирит,Минас Тирит.,True,False
ru_rag,"Кто из детских писателей написал книгу ""От двух до пяти""?",Корней Чуковский,Ксения Будаева.,False,False
ru_rag,"Куда нужно отправиться, чтобы побывать на Краю Света?",На остров Шикотан,В Мурманск.,False,False
ru_rag,Как называется областной центр Закарпатской области Украины?,Ужгород,Ужгород.,True,False
ru_rag,"В каком городе расположена знаменитая скульптура ""Родина-мать""?",Волгоград,Волгоград.,True,False
ru_rag,Как называется стадион футбольного клуба «Бавария» (Мюнхен)?,Альянс Арена,Allianz Arena.,False,False
ru_rag,"В каком океане ""Титаник"" встретился с айсбергом?",Атлантический,Атлантический океан.,True,False
ru_rag,Какой город является столицей Удмуртии?,Ижевск,Ижевск.,True,False
ru_rag,В какой стране правил царь Давид Строитель?,Грузия,Израиль.,False,False
ru_rag,"Какой немецкий писатель является автором новеллы «Смерть в Венеции», повествующей о любви писателя Густава фон Ашенбаха к мальчику Тадзио?",Томас Манн,Томас Манн.,True,False
ru_rag,В какой стране расположен священный город Мачу Пикчу?,Перу,Перу.,True,False
ru_rag,В какой стране находится пирамида Солнца?,Мексика,Мексика.,True,False
ru_rag,На каком острове находился Александрийский маяк?,Фарос,Фарос.,True,False
ru_rag,О каком виде спорта повествует фэнтези-фильм с Кевином Костнером «Поле его мечты»?,бейсбол,Бейсбол.,True,False
ru_rag,Какая валюта используется в Лихтенштейне?,швейцарский франк,Швейцарский франк (CHF).,True,False
ru_rag,На какой реке расположен Мюнхен?,изар,Изар.,True,False
ru_rag,"Какой композитор написал музыку к кинофильмам «Семнадцать мгновений весны» и «Ирония судьбы, или С лёгким паром!»?",таривердиев,Микаэл Таривердиев.,True,False
ru_rag,При каком российском правителе был основан Новодевичий монастырь в Москве?,василий III,При Иване Грозном.,False,False
ru_rag,"В каком столичном городе расположен Сворачивающийся мост, звенья которого складываются в гармошку",лондон,Прага (Prague),False,False
ru_rag,"Кто является автором классического китайского романа ""Путешествие на Запад""?",У Чэнъэнь,У Чжан Чжэнь (Wu Cheng'en).,False,False
ru_rag,В каком океане расположен остров Исландия?,атлантический,Атлантический океан.,True,False
ru_rag,В каком шведском городе расположен Turning Torso — самый высокий в Скандинавии небоскреб?,мальмё,Мальмё.,True,False
ru_rag,"Кто написал картину ""Скачет красная конница из октябрьской столицы, на защиту советской границы""?",малевич,Давид Корин.,False,False
ru_rag,"Как называется традиционный новогодний обряд деревни Семежево в Белоруссии, который включен в список нематериального культурного наследия ЮНЕСКО",Цари Коледы,"""Маляванне казы"" (Painting of a Goat).",False,False
ru_rag,Какой город является столицей Португалии?,лиссабон,Лиссабон.,True,False
ru_rag,"Как звали поэта, воссоздавшего латышский героический эпос ""Лачплесис""?",пумпур,Krisjanis Barzdins.,False,False
ru_rag,На какой позиции играл знаменитый футболист Дэвид Бекхэм?,Полузащитник,Полузащитник (Midfielder),True,False
ru_rag,"Как называется море, отделённое от Тихого океана цепью Алеутских островов?",берингово,Берингово море.,True,False
ru_rag,Какой город является административным центром испанского автономного сообщества Андалусии?,севилья,Севилья.,True,False
ru_rag,Какой британский нововолновый дуэт исполнял популярный хит «Video Killed the Radio Star» («Видео погубило звезду радио»)?,The Buggles,The Buggles.,True,False
ru_rag,"Какая поп-группа получила мировую известность, исполнив песню ""You’re a Woman""?",Bad Boys Blue,Bad Boys Blue.,False,False
ru_rag,"Президентом какой страны был Нельсон Мандела, признанный лучшим Санта-Клаусом 1996 года?",юар,Южная Африка.,False,False
ru_rag,Как называется денежная единица Боснии и Герцеговины?,Конвертируемая марка,Конвертируемая марка (Convertible Mark).,True,False
ru_rag,В каком итальянском городе родился Никколо Паганини?,генуя,Генуя.,True,False
ru_rag,В каких единицах измеряется атмосферное давление?,паскаль,Паскалях (Па) или миллиметрах ртутного столба (мм рт. ст.).,False,False
ru_rag,В каком городе СССР производили автомобили КрАЗ?,Кременчуг,КрАЗ производились в городе Кременец.,False,False
ru_rag,Кем работал в зоопарке Крокодил Гена?,Крокодилом,Он был работником зоопарка.,False,False
ru_rag,"Кто сыграл главного героя в фильме ""Форрест Гамп""?",Хэнкс,Том Хэнкс.,True,False
ru_rag,Какая река имеет притоки Уругвай и Парагвай?,Парана,Рио-де-ла-Плата.,False,False
ru_rag,В каком стиле построен храм Христа Спасителя?,Русско-византийском,Неовизантийский стиль.,False,False
ru_rag,В каком городе находится дом-музей Анны Франк?,Амстердам,Амстердам.,True,False
ru_rag,В какой битве погиб адмирал Горацио Нельсон?,Трафальгарское сражение,Битва при Трафальгаре.,False,False
ru_rag,В каком селе Эдуард Успенский прописал кота Матроскина?,Простоквашино,Марьино.,False,False
ru_rag,На какой город американцы в 1945 году сбросили первую атомную бомбу?,Хиросима,Хиросима.,True,False
ru_rag,Какой американский город сделал звезду из баскетболиста Майкла Джордана?,Чикаго,Chicago.,False,False
ru_rag,Кем по профессии был отец Леонардо да Винчи?,Нотариусом,Он был нотариусом.,True,False
ru_rag,В каком городе находится Статуя Свободы?,Нью Йорк,Нью-Йорк.,False,False
ru_rag,"Чего боятся люди, страдающие трискайдекафобией?",13,"Люди, страдающие трискайдекафобией, боятся числа 13.",True,False
ru_rag,Какое вещество составляет основу гипса?,Сульфат кальция,Calcium sulfate (CaSO₄).,False,False
ru_rag,К какой науке относятся законы Йеркса-Додсона?,Психология,Психологии.,False,False
ru_rag,Из какой страны была победительница первого конкурса Мисс мира 1951,Швеция,Соединенные Штаты Америки (United States of America),False,False
ru_rag,Как называлась одна из каравелл Колумба?,Пинта,Санта-Мария.,False,False
ru_rag,В каком городе впервые была поставлена опера Джузеппе Верди «Сила судьбы»,В Санкт-Петербурге,Wien (Vienna),False,False
ru_rag,Какой король более 900 лет назад построил первую башню в лондонском Тауэре?,Вильгельм I Завоеватель,Вильгельм Завоеватель (William the Conqueror).,False,False
ru_rag,Какой титул носит глава арабского государства Оман,султан,Султан.,True,False
ru_rag,Какой музыкальный инструмент прославил Ванессу Мэй?,скрипка,Гитара.,False,False
ru_rag,"Как называется американская поп-группа, более всего известная по саундтреку к телесериалу «Друзья»?",The Rembrandts,I don't know.,False,False
ru_rag,Как звали жену итальянского кинорежиссёра Федерико Феллини?,Джульетта,Джульетта Мазина (Julietta Masina).,True,False
ru_rag,В какой стране родился и вырос Че Гевара?,Аргентина,Аргентина.,True,False
ru_rag,В каком регионе России находится один из полюсов холода Северного полушария?,Якутия,Якутия (Республика Саха).,True,False
ru_rag,В какой стране возникла рэп-музыка?,США,США.,True,False
ru_rag,Как в Латвии называют Западную Двину?,Даугава,Західна Двіна (Zakhidna Dzvina) in Ukrainian and Latvian.,False,False
ru_rag,Кто обладатель Кубка России по футболу в 1999 году?,зенит,Локомотив Москва.,False,False
ru_rag,"Что надо умножить на скорость, чтобы получить импульс?",масса,Массу.,False,False
ru_rag,Как зовут первого президента России,Борис Николаевич Ельцин,Борис Ельцин.,False,False
ru_rag,Какому искусству посвятил себя Вацлав Нижинский?,балет,Балету.,True,False
ru_rag,"Какому флоту посвящен наш фильм ""Небесный тихоход""",авиация,Тихоокеанскому флоту.,False,False
ru_rag,"Кто главный герой в книге Р. Киплинга ""Книга джунглей""?",Маугли,Маугли.,True,False
ru_rag,"Кто сыграл Бормана в народном телесериале ""Семнадцать мгновений весны""",Визбор,Гюнтер Шморовски.,False,False
ru_rag,Сколько этажей в здании пентагона?,пять,7 этажей.,False,False
ru_rag,Какое прозвище было у царя Алексея Михайловича?,тишайший,"""Тишайший"" (The Quietest)",True,False
ru_rag,"В каком виде спорта успехов добились учёный Нильс Бор и его брат Харальд, игравший за сборную Дании",Футбол,Гольф.,False,False
ru_rag,"Какая из башен стоит на Соборной площади, которую часто называют Поле чудес?",Пизанская,Башня Ивана Великого.,False,False
ru_rag,Как настоящее имя Джека Лондона?,Джон Гриффит,Джозеф Моррисон.,False,False
ru_rag,Команда какой страны стала победительницей первого чемпионата мира по футболу?,Уругвай,Уругвай.,True,False
ru_rag,Действие какой пьесы Шекспира происходит в Эльсиноре?,«Гамлет»,Hamlet (Гамлет),False,False
ru_rag,Какое женское имя прославило композитора Матвея Блантера?,"имя Катюша в известной песне, а автор слов Михаил Исаковский.",Лидия Андреевна Смирнова.,False,False
ru_rag,Как по-другому называют глюкозу?,виноградный сахар,Декстроза.,False,False
ru_rag,"Кто сыграл князя Андрея Болконского в фильме С. Ф. Бондарчука ""Война и мир""?",Вячеслав Тихонов,Сергей Дьяченко.,False,False
ru_rag,Кто стал чемпионом мира по футболу во Франции в 1998 году?,Франция,Бразилия.,False,False
ru_rag,Кто был первым чемпионом «Кубка Либертадорес»?,Пеньяроль,"Уругвайский клуб ""Пенарол"".",False,False
ru_rag,Где погиб в авиакатастрофе польский президент Лех Качиньский в 2010 году?,под Смоленском,"Под Смоленском, Россия.",True,False
ru_rag,Какой фильм снял польский режиссер А. Вайда по мотивам романа М. Булгакова «Мастер и Маргарита»?,Пилат и другие,I don't know.,False,False
ru_rag,"Как фамилия американского режиссёра, снявшего фильмы ""Спартак"" и ""Лолита""?",Кубрик,Stanley Kubrick.,False,False
ru_rag,Что прежде носило название Сандвичевы Острова?,Гавайи,Они раньше назывались Канакскими островами.,False,False
ru_rag,Кто является первым обладателем награды «Золотой мяч»?,Стэнли Мэтьюз,Драган Эрич.,False,False
ru_rag,"Кто является автором либретто «Свадьба Фигаро», «Дон Жуан» и «Так поступают все»?",Лоренцо да Понте,Лоренцо Да Понте.,True,False
ru_rag,В какой стране родился Николай Коперник?,Польша,Польша.,True,False
ru_rag,Какую оперу на сюжет «Ромео и Джульетты» написал композитор Винченцо Беллини?,Капулетти и Монтекки,Илия Нонин (Ilia Nonino).,False,False
ru_rag,"Какой президент стал первым американцем, получившим Нобелевскую премию мира в 1906 году за посредничество в русско-японском мирном договоре в Портсмуте?",Теодор Рузвельт,Теодор Рузвельт.,True,False
ru_rag,Кто стал 16 чемпионом мира по шахматам в 2013 году?,Магнус Карлсен,Магнус Карлсен.,True,False
ru_rag,Кто является автором слов и музыки гимна Индии?,Рабиндранат Тагор,Рабинхрандранат Тагора (Rabindranath Tagore).,False,False
ru_rag,Как иначе называю угарный газ?,Монооксид углерода,Оксид углерода(II) (oksid ugleroda(II)).,False,False
ru_rag,Каким видом спорта занимался величайший игрок НБА Майкл Джордан во время перерыва в баскетбольной карьере?,бейсболом,Бейсбол.,False,False
ru_rag,В какой стране родилась певица Мадонна?,США,США (США),True,False
ru_rag,Какой город является столицей Бурунди?,Бужумбура,Гитега.,False,False
ru_rag,"Кто составил ""Толковый словарь живого великорусского языка""?",В.Даль,Владимир Даль.,False,False
ru_rag,"Кто снял фильмы ""Космос как предчувствие"", ""Прогулка""?",Алексей Учитель,Андрей Тарковский.,False,False
ru_rag,Где родился Жан Клод Ван Дамм?,в Бельгии,"В Брюсселе, Бельгия.",False,False
ru_rag,"Какая советская киностудия выпустила фильмы «Сказание о Рустаме», «Рустам и Сухраб», «Сказание о Сиявуше»?",«Таджикфильм»,Таджикфильм.,False,False
ru_rag,"Какой калибр у автомата Калашникова ""АК-74""?",5.45,"5,45x39 мм.",False,False
ru_rag,"Как называется пейзаж, изображающий море?",Марина,Морской пейзаж (Morskoy peyzazh),False,False
ru_rag,"Как звали Раскольникова из ""Преступления и наказания""?",Родион,Родион Романович Раскольников.,True,False
ru_rag,Команда какой страны стала чемпионом Европы по футболу в 2000 г.?,Франция,Франция и Италия.,True,False
ru_rag,Какую фамилию носил почтальон из деревни Простоквашино?,Печкин,Пёс.,False,False
ru_rag,"Кто снялся в роли советского офицера Ивана Драги, противостоящего знаменитому боксеру Рокки?",Лундгрен,Дольф Лундгрен.,True,False
ru_rag,В какой стране проходили XXI Олимпийские игры,Канада,"Афины, Греция.",False,False
ru_rag,Как звали правнука Мафусаила?,Ной,Ханан.,False,False
ru_rag,Каково русское народное название литургии?,обедня,Божественная литургия.,False,False
ru_rag,Кем на сегодняшний день является Путин?,президентом,Президент Российской Федерации.,False,False
ru_rag,Кто придумал Винни-Пуха и Пятачка?,Милн,Алан Александр Милн.,True,False
ru_rag,Как звали первого человека космонавта,юрий гагарин,Юрий Гагарин.,True,False
ru_rag,Каким стихотворным размером Гомер написал «Илиаду» и «Одиссею»?,гекзаметром,Гекзаметр (hexameter).,False,False
ru_rag,Как называют брата жены?,Шурин,Шурин (shurin),True,False
ru_rag,Как расшифровывается аббревиатура НЭП?,Новая экономическая политика,Новая экономическая политика.,True,False
ru_rag,Как звали знаменитого О.Генри до его дебюта в литературе?,Уильям Синди Портер,William Sydney Porter.,False,False
ru_rag,Какое второе название травянистого растения анемона?,ветреница,Кувшинка.,False,False
ru_rag,Какой сплав состоит в основном из меди и цинка?,латунь,Латунь.,True,False
ru_rag,Кто выиграл Чемпионат Мира по футболу 2010?,Испания,Испания.,True,False
ru_rag,Как звали жену Л. Н. Толстого?,Софья Андреевна Берс,Софья Андреевна Трубецкая.,False,False
ru_rag,В какой области находятся Соловецкие острова?,Архангельская,Белое море.,False,False
ru_rag,Как называются образовательные ткани растений?,Меристемы,Образовательные ткани растений называются меристемы.,True,False
ru_rag,Как звали Дон Кихота?,Алонсо,Alonso Quixano.,False,False
ru_rag,"Как французы называют пролив, который англичане именуют Дуврским?",Па-де-Кале,Па-де-Кале (Pas de Calais).,True,False
ru_rag,"Какую болезнь называют ""лепра""?",Проказа,Болезнью прокаженных (Hansen's disease).,False,False
ru_rag,Как по-другому называется электрическая дуга?,Вольтова,Электрический разряд.,False,False
ru_rag,Кто правит государством Бруней?,султан,Султан Хассанал Болкиах.,True,False
ru_rag,Как называется приказ Сталина №227 от 28 июля 1942 года?,Ни шагу назад!,"Приказ №227 назывался ""Ни шагу назад!"" (Not a Step Backwards!).",True,False
ru_rag,В каком году 20 века началась ПЕРВАЯ русская революция?,1905,I don't know.,False,False
ru_rag,Как звали печально знаменитого батьку Махно?,Нестор Иванович,Нестор Иванович Махно.,True,False
ru_rag,как звали младшего сына сталина?,яков,Василий Сталин.,False,False
ru_rag,Кто является возбудителем сонной болезни?,Трипаносома,Трипаносома бруцеи (Trypanosoma brucei).,True,False
ru_rag,Как называются жаропонижающие вещества?,Антипиретики,Жаропонижающие средства (Zharoponizhayushchie sredstva),False,False
ru_rag,В каком органе человека находится желтое пятно?,глаз,В сетчатке глаза.,True,False
ru_rag,"Какой исландский вулкан напомнил о себе в 2010 году, парализовав авиационное движение Европы?",Эйяфьядлайёкудль,Эйяфьятлайёкюдль (Eyjafjallajökull).,False,False
ru_rag,Как называются короткие роликовые лыжи?,Лыжероллеры,"Короткие роликовые лыжи называются ""мини-роллеры"".",False,False
ru_rag,Какой псевдоним у голливудского актёра Марка Синклера Винсента?,Вин Дизель,Стивен Вон.,False,False
ru_rag,Как еще биологи называют сине-зеленые водоросли?,Цианобактерии,Цианобактерии.,True,False
ru_rag,"В каком итальянском городе родился, жил и творил отец современной электрофизиологии Луиджи Гальвани?",Болонья,Болонья.,True,False
ru_rag,В какой стране была построена первая атомная электростанция?,СССР,СССР (Soviet Union),True,False
ru_rag,"Как звали жену сына Каллиопы, Орфея",Эвридика,Мне неизвестно. (I don't know.),False,False
ru_rag,Где находится Международный банк реконструкции и развития (МБРР)?,Вашингтон,"Вашингтон, округ Колумбия, США.",True,False
ru_rag,Какой город стоит на реке Печора?,Нарьян-Мар,Воркута.,False,False
ru_rag,"За какой фильм Одри Хепберн была удостоена премии ""Оскар"" в номинации ""лучшая актриса""?","""Римские каникулы""",За фильм «Завтрак у Тиффани» (Breakfast at Tiffany's).,False,False
ru_rag,В каком австрийском городе расположен Музей кофе?,Вена,Вена.,True,False
ru_rag,Какая планета является самой большой в Солнечной системе?,Юпитер,Юпитер.,True,False
ru_rag,Какой город был столицей Японии с 794 по 1868 год?,Киото,Киото.,True,False
ru_rag,"Кто был первым ведущим передачи ""Что? Где? Когда?""?",Масляков,Владимир Берестовский.,False,False
ru_rag,Как называется наивысшая точка Центральной Америки,тахумулько,ВолькÁN.,False,False
ru_rag,Откуда родом был философ Конфуций?,китай,Он был из царства Лу в Китае.,False,False
ru_rag,Как звучит настоящая фамилия писателя Александра Грина?,гриневский,Александр Грин - это псевдоним. Его настоящее имя было Алексей Прокофьевич Свидерский.,False,False
ru_rag,В каком году Александр Блок женился?,1903,1911,False,False
ru_rag,В какой стране находится город Ю?,Швеция,Китай.,False,False
ru_rag,Когда родился Александр I,1777,23 декабря 1777 года.,True,False
ru_rag,Сколько длилась столетняя война?,116,116 лет.,True,False
ru_rag,Сколько лет исполнилось Санкт-Петербургу в 2003 году?,300,300 лет.,True,False
ru_rag,Какой океан самый маленький?,Северный Ледовитый,Арктический океан.,False,False
ru_rag,Как называется самая высокая гора Украины?,говерла,Говерла.,True,False
ru_rag,Когда началась первая мировая война?,28 июля 1914 года,28 июля 1914 года.,True,False
ru_rag,Как называлась боевая песня польских и русских революционеров конца 19 в.?,«Варшавянка»,Кадь Ишхвар (Kadsyshvar).,False,False
ru_rag,"Какой вид транспорта, если судить по названию, самый столичный?",Метрополитен,Московский трамвай.,False,False
ru_rag,Кто во время учёбы Гарри всё время был в школе?,Пожиратель смерти,Гермиона Грейнджер.,False,False
ru_rag,Какой уральский город славится своими художественными изделиями из чугуна?,Касли,Екатеринбург.,False,False
ru_rag,"Какой породы была собака у ""троих в одной лодке""?",Фокстерьер,Дворняга.,False,False
ru_rag,Кто из участников корриды работает головой,бык,Матадор.,False,False
ru_rag,Какая столица подогревается подземными источниками?,Рейкьявик,Рейкьявик.,True,False
ru_rag,Что Хрущев обещал советскому народу построить к 1980 году?,коммунизм,Коммунизм.,True,False
ru_rag,"Кто использует термин ""черная дыра""?",астроном,Albert Einstein.,False,False
ru_rag,У какой птицы самые маленькие яйца – чуть больше 1 см?,колибри,Колибри.,True,False
ru_rag,"Каким средством передвижения пользовались части ""самокатчиков"" времен 1-ой мировой войны?",велосипедами,Самокаты.,False,False
ru_rag,Какие цветы отцвели в саду у героини романса?,хризантемы,I don't know.,False,False
ru_rag,Какой цирк основал А. В. Саламонский в 1880 г.?,Цирк на Цветном бульваре,Петербургский цирк.,False,False
ru_rag,"Какая певица родилась во Франции, жила в Польше, а сегодня ее город - Санкт-Петербург?",Эдита Пьеха,Мари Лафоре.,False,False
ru_rag,Какой колбасой профессор Преображенский кормил Шарика?,краковской,Колбасой.,False,False
ru_rag,Какой медведь имеет самый длинный мех?,губач,Белый медведь.,False,False
ru_rag,"Как называется синкретическая религия, распространённая на Кубе и основанная на африканских культах народа йоруба?",сантерия,Луизиано-кубинская религия (Santería).,False,False
ru_rag,Как называется должность адвоката высокого ранга в Великобритании?,барристер,Queen's Counsel (QC) или King's Counsel (KC).,False,False
ru_rag,Как надевали часть гусарского обмундирования - ментик,На доломан,Ментик надевался как шапка.,False,False
ru_rag,Какая буква исчезла из русского алфавита в результате реформы Петра I?,омега,Ъ (ерь),False,False
ru_rag,"Какую песню поёт в такси героиня Татьяны Дорониной из фильма ""Три тополя на Плющихе""?","""Нежность""",«Смуглянка».,False,False
ru_rag,Что Пётр I велел брить всем боярам и дворянам?,Бороды,Он велел им брить бороды и носить усы европейского образца.,True,False
ru_rag,В какой лиге играет Шеффилд?,"Кубок Англии по футболу, Northern Premier League Division One East",Чемпионшип.,False,False
ru_rag,В какой части планеты находится Беларусь?,в Восточной Европе,Восточная Европа.,False,False
ru_rag,Где погребен Кутузов?,Казанский собор в Санкт-Петербурге,В Успенском соборе в Москве.,False,False
ru_rag,К какому архитектурному стилю относится Зимний дворец?,барокко,Барокко и неоклассицизм.,True,False
ru_rag,К какому архитектурному стилю относится собор Парижской Богоматери?,Готика,Готический.,False,False
ru_rag,Как зовут Бречалова Удмуртия?,Алекса́ндр Влади́мирович,I don't know.,False,False
ru_rag,Какое административное деление Великобритании?,"Англия включает в себя 9 регионов, 6 метропольных графств, 28 неметропольных графств, 55 унитарных единиц, Большой Лондон с 32-мя районами, Лондонский Сити и острова Силии, объединенных в 48 церемониальных графств","Англия, Шотландия, Уэльс и Северная Ирландия.",False,False
ru_rag,Какой пост занимает Шойгу?,Губернатор Московской области,Министр обороны России (Minister of Defence of Russia).,False,False
ru_rag,По какому созвездию можно найти Полярную звезду?,Малая Медведица,Большой Медведица (Ursa Major).,False,False
ru_rag,Что окончила Бузова?,окончила в Санкт-Петербурге школу № 631,РГУ им. Герцена (Faculty of Foreign Languages).,False,False
ru_rag,В какой лиге играет Копенгаген?,"Чемпионат Дании по футболу, Кубок Дании по футболу",Суперлига Дании.,False,False
ru_rag,В какой части планеты находится Египет?,северо-восточная Африка,Африка.,False,False
ru_rag,Где был создан Международный олимпийский комитет?,Париж,"Париж, Франция.",True,False
ru_rag,Где штаб-квартира НАТО?,Брюссельский столичный регион,"Брюссель, Бельгия.",False,False
ru_rag,Кто основал компанию Уорнер Бразерс?,"Джек Леонард Уорнер, Гарри Уорнер, Альберт Уорнер, Сэм Уорнер","Братья Уорнер - Гарри, Альберт, Сэм и Джек.",False,False
ru_rag,Кто режиссер фильма Годунов?,"Алексей Андрианов, Тимур Алпатов",Сергей Герасимов.,False,False
ru_rag,Куда впадает река Паша?,река Свирь,В реку Чу.,False,False
ru_rag,Столицей чего является Будапешт?,столица Венгрии,Венгрия.,False,False
ru_rag,В какой лиге играет Торпедо Москва?,Первенство Футбольной национальной лиги,Первая лига (First League).,False,False
ru_rag,В каком жанре снят фильм Кин-дза-дза?,"фантастика‎,антиутопия‎;трагикомедия","Фантастика, комедия, сатира.",False,False
ru_rag,В каком океане находится Марианская впадина?,Тихий океан,Тихий океан.,True,False
ru_rag,В каком направлении писал Тютчев?,"романтизм, пантеизм",Романтизм.,False,False
ru_rag,В каком направлении творил Караваджо?,"Барокко, реализм",Барокко.,False,False
ru_rag,В какую лигу входит Реал Мадрид?,"Лига чемпионов УЕФА, Ла Лига, Кубок Испании по футболу, Клубный чемпионат мира по футболу",Ла Лига.,False,False
ru_rag,Где захоронен Пушкин Александр Сергеевич?,"Святогорский Успенский монастырь, Пушкинские Горы","В Святогорском монастыре, Псковская область.",False,False
ru_rag,Где образовалась группа Кино?,"Союз Советских Социалистических Республик ,‎Ленинград",Ленинград (Санкт-Петербург).,False,False
ru_rag,Где похоронен Цой?,Богословское кладбище в СПб,На Ваганьковском кладбище в Москве.,False,False
ru_rag,Какая организационно-правовая форма компании Марс?,Общества с ограниченной ответственностью,Закрытое акционерное общество (Closed Joint-Stock Company).,False,False
ru_rag,Какая отрасль у компании Яндекс?,"интернет-отрасль, индустрия программного обеспечения и Интернет",IT (Information Technology),False,False
ru_rag,Какой вуз окончил первый президент России Б.Н. Ельцин?,Уральский федеральный университет,Омский политехнический институт.,False,False
ru_rag,Какой вуз окончила Собчак?,МГИМО,СПбГУ (Санкт-Петербургский государственный университет).,False,False
ru_rag,На каком инструменте играл Бетховен?,Фортепиано,Фортепиано.,True,False
ru_rag,Какой титул имел основатель современного олимпийского движения Пьер де Кубертен?,Барон,Барон.,True,False
ru_rag,Какую премию получил Зигмунд Фрейд?,‎премия Гёте‎,I don't know.,False,False
ru_rag,Кто архитектор Эйфелевой башни?,"Стефан Совестр, Эмиль Нугье, Морис Кёхлен",Гюстав Эйфель.,False,False
ru_rag,Кто изобрёл телевидение?,"Фарнсуорт, Фило Тэйлор, Бэрд, Джон Лоуги, Чарльз Франсис Дженкинс",Изобретение телевидения не принадлежит одному человеку. Это результат работы многих изобретателей на протяжении десятилетий.,False,False
ru_rag,Кто муж Юлии Меньшовой?,Игорь Гордин,Г ergiy Алёшин.,False,False
ru_rag,Кто муж Юлии Началовой?,"Евгений Валерьевич Алдонин, Ланской Дмитрий Алексеевич",Данила Пака.,False,False
ru_rag,Кто оператор фильма Веселые ребята?,"Владимир Нильсен, Борис Соломонович Арецкий","Режиссер и оператор фильма ""Веселые ребята"" - Георгий Николаевич Коллин.",False,False
ru_rag,Кто основал компанию Гугл?,"Ларри Пейдж, Сергей Брин, Эрик Шмидт",Ларри Пейдж и Сергей Брин.,False,False
ru_rag,Кто основал компанию Эппл?,"Стив Джобс, Стив Возняк, Рональд Уэйн","Стив Джобс, Стив Возняк и Рональд Уэйн.",False,False
ru_rag,Кто принимал участие в Семилетней войне?,"Российская империя, Пруссия, Швеция, Британская империя","Россия, Австрия, Франция и Испания против Великобритании, Пруссии и Саксонии.",False,False
ru_rag,Кто режиссер фильма Гарри Поттер?,"Дэвид Йейтс, Крис Коламбус, Альфонсо Куарон, Майк Ньюэлл",Кристофер Колумбус и другие. (Christopher Columbus and others.),False,False
ru_rag,Кто сочинил танец с саблями?,Арам Ильич Хачатупян,Я не знаю.,False,False
ru_rag,Кто участвовал в Куликовской битве?,"Московское княжество, Великое княжество Владимирское, Мамаева Орда (западноволжская Орда",Московское княжество и его союзники против Золотой Орды.,False,False
ru_rag,Куда впадает река Мама?,река Витим,В Охотское море.,False,False
ru_rag,На каких островах расположена Великобритания?,"Состоит из острова Великобритания, на котором расположены Англия, Шотландия и Уэльс, и части острова Ирландия, который занимает Северная Ирландия. Остров Мэн и Нормандские острова являются доминионами Соединенного Королевства, но не входят в его состав","Великобритания состоит из островов Гренландия, Шотландии, Уэльса и Северной Ирландии.",False,False
ru_rag,На чем играет Стив Мартин?,банджо,Он играет на банджо.,True,False
ru_rag,Под какой лицензией распространяется линукс?,"GNU-лицензия (GNU General Public License, или GPL)",Linux is distributed under the GNU General Public License (GPL).,False,False
ru_rag,С кем в браке был Путин?,Людмила Александровна Путина,Людмила Путина.,False,False
ru_rag,Что исповедуют сербы?,Основная религия — православие. Сербы-католики и мусульмане составляют меньшинство,Православие.,True,False
ru_rag,Что содержит в себе семя?,"эндосперм, зародыш, специальный защитный покров",Семя содержит зародыш растения и запас питательных веществ.,False,False
ru_rag,В какой лиге играет Челси?,Английская Премьер-лига,Английская Премьер-лига (English Premier League).,True,False
ru_rag,В какой стране зародились олимпийские игры?,Греция,Греция.,True,False
ru_rag,В какой холдинг входит ТНТ?,Газпром-Медиа Холдинг,Газпром-Медиа Холдинг (Gazprom-Media Holding).,True,False
ru_rag,В какой части света находится США?,Северная Америка,Северная Америка.,True,False
ru_rag,В каком спорте женщины соревнуются за Кубок Убер?,в бадминтоне,Конный спорт.,False,False
ru_rag,В каком стиле построен собор Нотр-Дам-де-Пари?,Готическая архитектура во Франции,Готический стиль.,False,False
ru_rag,В каком стиле построен Эрмитаж?,Елизаветинское барокко,Эклектика.,False,False
ru_rag,В какую лигу входит Ювентус?,"Лига чемпионов УЕФА, Серия A, Кубок Италии по футболу,Чемпионат Италии по футболу — Серия B,Суперкубок Италии по футболу",Серия A.,False,False
